n_ads,n_types,days_ago,log_mean_price,mean_n_years,buyer
-0.5430066348385255,-0.9524715809816054,0.39720659659149576,0.7723179354905004,-0.7188795171095833,-0.5810359751068284
-0.03576680203947648,0.8837081522072125,1.26374388688791,0.9142714296700286,-0.4844406054728274,1.721063828820825
-0.5430066348385255,0.8837081522072125,-0.1521161499356955,1.0575712281141034,-1.539415707838229,-0.5810359751068284
-0.37392669057217587,0.516472205569449,-0.3455396522340023,1.7043297490622962,-0.9533184287463392,1.721063828820825
-0.5430066348385255,0.1492362589316853,-0.7401235969225481,0.040153557138765325,-0.7188795171095833,1.721063828820825
-0.5430066348385255,-0.2179996877060783,-1.0882859010595003,-0.510557513694781,0.9221928643477079,-0.5810359751068284
-0.5430066348385255,1.6181800454827395,-1.9238754309881856,0.8591153554723125,-0.1327822380176936,-0.5810359751068284
-0.5430066348385255,0.8837081522072125,0.2579416749367149,1.162097597521236,-0.8360989729279612,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,-0.059272868832508235,0.6468578093890313,-1.7738546194749847,-0.5810359751068284
0.4714730307595726,-0.9524715809816054,-0.5312262144403768,-0.10269229902987456,-0.30209922975533876,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,-0.5699109149000381,-2.3111237854436495,0.5705344968925741,-0.5810359751068284
-0.03576680203947648,1.250944098844976,-0.8716515784853966,2.0362822943260723,-1.8910740752933626,-0.5810359751068284
-0.37392669057217587,-0.9524715809816054,0.7298950205445834,-1.063343194036452,1.9771679667131092,-0.5810359751068284
1.4859526963576708,-0.9524715809816054,0.21152003438512126,-0.45141733603293194,-0.4844406054728274,-0.5810359751068284
-0.03576680203947648,1.250944098844976,0.8072644214639061,0.8040971488830699,-1.621578877804383,1.721063828820825
-0.5430066348385255,-0.9524715809816054,0.3275741357641053,1.8186513273096931,-1.7738546194749847,-0.5810359751068284
0.30239308649322294,0.516472205569449,0.118676753281934,-0.5132957560005086,0.0674676656720265,-0.5810359751068284
-0.37392669057217587,1.6181800454827395,-0.7169127766467512,0.13890794787963404,0.1189215547085869,-0.5810359751068284
0.1333131422268732,-0.9524715809816054,-0.09022062920023732,0.5853533374582934,-1.3049767962014729,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,-1.1269706015191616,-1.284036155452997,-0.6016600612912053,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,-0.7865452374741417,0.23205241607542415,1.3910706876212195,-0.5810359751068284
-0.37392669057217587,1.9854159921205032,1.2714808269798423,1.35699455181752,-1.7738546194749847,1.721063828820825
-0.5430066348385255,-0.9524715809816054,-0.15985309002762776,-0.4107201557980307,1.5082901434395974,-0.5810359751068284
-0.20484674630582617,2.71988788539603,-0.4461198734291218,0.026962338231104666,0.6378733332137773,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,-0.538963154532309,-1.284036155452997,1.0394123201660859,-0.5810359751068284
-0.20484674630582617,1.9854159921205032,-0.45385681352105406,-1.4201919634939328,-0.10044583641261647,1.721063828820825
-0.5430066348385255,0.1492362589316853,0.5983670389817348,1.6702224593206172,-0.7188795171095833,1.721063828820825
-0.5430066348385255,-0.5852356343438418,-1.5370284263915721,-0.9483912887166387,-0.7188795171095833,-0.5810359751068284
-0.5430066348385255,-0.5852356343438418,-0.7169127766467512,-0.2367954956807619,0.8049734085293299,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,0.07999205282227265,0.16767259221801664,-0.8360989729279612,-0.5810359751068284
-0.20484674630582617,-0.9524715809816054,0.13415063346579853,-0.43047408933679854,-0.2500016938360715,-0.5810359751068284
-0.37392669057217587,2.71988788539603,0.14188757355773082,-0.2804904096876805,1.3910706876212195,-0.5810359751068284
-0.5430066348385255,0.1492362589316853,-0.13664226975183094,-1.7247824611442004,0.10165667361906229,-0.5810359751068284
-0.5430066348385255,-0.5852356343438418,-0.32232883195820544,-0.01420064418265389,-0.4844406054728274,-0.5810359751068284
-0.37392669057217587,1.9854159921205032,1.5345367901055396,0.032372386283934275,-0.9412959204572632,-0.5810359751068284
0.4714730307595726,0.1492362589316853,2.803394965182432,1.3976875699225246,-0.019162611936531664,1.721063828820825
0.4714730307595726,0.516472205569449,0.6061039790736671,0.17664603544765084,-0.2782473458405128,1.721063828820825
-0.20484674630582617,0.516472205569449,3.6544583752949817,0.4833259873633823,0.1954322382737593,1.721063828820825
0.30239308649322294,0.516472205569449,-0.07474674901637278,-1.5074319231286997,1.8599485108947313,1.721063828820825
0.9787128635586217,1.250944098844976,0.6679994998091252,-0.19685657269535314,0.1920612212436825,-0.5810359751068284
-0.20484674630582617,0.8837081522072125,0.2966263753963762,-1.256664012707983,-0.1327822380176936,1.721063828820825
-0.37392669057217587,-0.5852356343438418,0.2502047348447826,-0.28796266219667116,1.5082901434395974,-0.5810359751068284
-0.37392669057217587,-0.2179996877060783,-0.19853779048728912,0.6155188641494368,-1.6566351636566068,1.721063828820825
-0.5430066348385255,-0.9524715809816054,-1.1733922420707552,-0.06747011083516738,-0.9533184287463392,-0.5810359751068284
-0.20484674630582617,0.1492362589316853,-0.32232883195820544,0.9565395124138133,-0.1327822380176936,-0.5810359751068284
-0.20484674630582617,-0.9524715809816054,0.5983670389817348,1.0793943822608976,-0.9533184287463392,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,-1.1811291821626875,-1.437807785788683,0.9221928643477079,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,-1.4596590254722492,1.6071140511386754,-0.4844406054728274,-0.5810359751068284
-0.5430066348385255,1.250944098844976,-1.7459258088737433,0.7460653402340639,-1.422196252019851,-0.5810359751068284
-0.5430066348385255,0.8837081522072125,0.8459491219235675,0.0006513578919779411,0.5705344968925741,1.721063828820825
-0.5430066348385255,-0.9524715809816054,-0.9490209794047194,-1.1508331104331675,1.8599485108947313,-0.5810359751068284
0.30239308649322294,-0.2179996877060783,0.28888943530444394,-0.14658970217599873,-0.8612174277461927,-0.5810359751068284
-0.03576680203947648,1.6181800454827395,0.691210320084922,0.1418591084034717,-0.11306307722580597,-0.5810359751068284
-0.5430066348385255,1.250944098844976,-1.3900265646448589,-0.7523205091525442,-1.8910740752933626,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,-1.9857709517236437,-0.3989147985426646,-0.1327822380176936,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,-1.2120769425304165,-0.01420064418265389,-0.8360989729279612,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,0.04904429245454356,-2.129250549042979,1.9771679667131092,-0.5810359751068284
0.1333131422268732,0.8837081522072125,-0.32232883195820544,1.9551664978914383,-1.1135678113841234,-0.5810359751068284
1.1477928078249715,-0.5852356343438418,0.6602625597171929,1.0017316114231545,0.8512159461457476,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,-1.8232952097930661,-0.788819984802281,1.9771679667131092,-0.5810359751068284
-0.20484674630582617,-0.2179996877060783,0.6061039790736671,-1.1600923621561514,-0.010466284120262695,-0.5810359751068284
-0.5430066348385255,0.8837081522072125,0.4513651772350217,0.7047893816682855,-0.9533184287463392,-0.5810359751068284
-0.5430066348385255,-0.2179996877060783,-0.32232883195820544,-0.3699985407005914,1.1566317759844638,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,0.2966263753963762,-0.01420064418265389,-0.6016600612912053,-0.5810359751068284
0.4714730307595726,-0.2179996877060783,0.8304752417397029,-0.43844681690629506,-0.546135055903561,-0.5810359751068284
-0.37392669057217587,-0.5852356343438418,-1.3513418641851975,-0.5552977943633657,-0.1327822380176936,-0.5810359751068284
0.809632919292272,-0.9524715809816054,0.7298950205445834,1.9787721233595632,-0.5329452078804431,-0.5810359751068284
-0.5430066348385255,-0.5852356343438418,-0.47706763379685085,-1.5805567509810352,-0.015562782199315653,1.721063828820825
-0.37392669057217587,-0.9524715809816054,-0.24495943103888274,0.5572517313933107,0.4533150410741961,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,-0.5931217351758349,-0.01420064418265389,0.4533150410741961,-0.5810359751068284
-0.5430066348385255,0.8837081522072125,-1.6685564079544206,2.6602283748619477,-1.8910740752933626,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,-1.8929276706204565,-0.628871609991126,-0.7188795171095833,-0.5810359751068284
-0.5430066348385255,-0.2179996877060783,0.6138409191655994,1.6361425120116975,-0.6016600612912053,1.721063828820825
-0.5430066348385255,-0.9524715809816054,-0.4848045738887831,-0.5925933921987012,-0.8360989729279612,-0.5810359751068284
-0.5430066348385255,1.9854159921205032,-1.2043400024384843,0.2627484086368751,-0.8360989729279612,-0.5810359751068284
-0.5430066348385255,-0.5852356343438418,0.033570412270679015,0.8338598028232234,-1.070537884564717,1.721063828820825
-0.5430066348385255,2.71988788539603,-0.794282177566074,1.5505581187266084,-1.8910740752933626,-0.5810359751068284
-0.37392669057217587,1.9854159921205032,1.859488273966695,0.8114008472751709,0.6020401213813014,-0.5810359751068284
0.809632919292272,-0.9524715809816054,0.3585218961318344,1.367972098411648,-0.8360989729279612,-0.5810359751068284
-0.5430066348385255,0.516472205569449,-0.6085956153596995,0.38359490348213715,0.8049734085293299,1.721063828820825
-0.37392669057217587,-0.2179996877060783,0.8846338223832289,-0.4950914512464309,0.687753952710952,1.721063828820825
-0.5430066348385255,-0.9524715809816054,-0.4693306937049186,-1.4545735761676233,0.8049734085293299,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,-1.4596590254722492,-0.2367954956807619,1.0394123201660859,-0.5810359751068284
-0.5430066348385255,0.1492362589316853,-0.8639146383934644,-0.49353934101326763,1.5082901434395974,1.721063828820825
0.9787128635586217,-0.9524715809816054,0.34304801594796985,0.5837610928335597,-0.665597946283043,-0.5810359751068284
-0.20484674630582617,-0.9524715809816054,-0.8020191176580063,-1.0903575617969605,0.48899052762762013,-0.5810359751068284
-0.20484674630582617,0.1492362589316853,0.7917905412800416,0.172603157862226,0.1618504482285032,1.721063828820825
-0.5430066348385255,0.8837081522072125,-0.6240694955435641,1.0128869858080003,-0.4844406054728274,1.721063828820825
-0.5430066348385255,-0.9524715809816054,-0.8407038181176676,0.16767259221801664,1.1566317759844638,-0.5810359751068284
1.82411258489037,1.9854159921205032,0.7840536011881093,-0.8083431212485125,-0.32251881480845607,-0.5810359751068284
-0.03576680203947648,-0.9524715809816054,-0.5621739748081058,-1.3724837677807031,0.4533150410741961,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,-0.6704911360951576,-0.9282382589350577,1.8599485108947313,-0.5810359751068284
0.809632919292272,-0.9524715809816054,0.575156218705938,-0.16807007745440675,1.4324422602629892,-0.5810359751068284
-0.37392669057217587,1.6181800454827395,-0.5544370347161736,0.9077855468531535,0.10165667361906229,-0.5810359751068284
-0.5430066348385255,-0.2179996877060783,0.8768968822912966,1.3383005726433252,-1.7738546194749847,1.721063828820825
0.1333131422268732,-0.2179996877060783,1.3333763477153004,-1.1272286717587594,0.3360955852558182,1.721063828820825
-0.5430066348385255,-0.9524715809816054,-0.5776478549919704,-1.1508331104331675,1.8599485108947313,-0.5810359751068284
-0.37392669057217587,-0.9524715809816054,0.8150013615558384,-0.6761572889420709,-0.015562782199315653,-0.5810359751068284
-0.37392669057217587,-0.2179996877060783,-1.5447653664835044,-0.7975321890502982,-0.6016600612912053,-0.5810359751068284
-0.20484674630582617,-0.9524715809816054,0.23473085466091806,-0.9344924552561814,-0.1034773740630991,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,-0.2836441314985441,-0.34189693463560866,-0.015562782199315653,-0.5810359751068284
-0.37392669057217587,-0.9524715809816054,-1.846506030068863,1.3686848823259379,-0.2500016938360715,-0.5810359751068284
0.1333131422268732,-0.9524715809816054,-0.4848045738887831,-1.6386009973694264,0.3360955852558182,-0.5810359751068284
-0.20484674630582617,1.250944098844976,1.6505908914845238,0.44470491571212933,-0.25387671716890453,1.721063828820825
-0.37392669057217587,-0.9524715809816054,-0.709175836554819,1.263583443371091,-0.1327822380176936,1.721063828820825
-0.37392669057217587,-0.2179996877060783,-1.8155582697011339,-0.28796266219667116,0.9808025922568968,-0.5810359751068284
-0.20484674630582617,-0.9524715809816054,-1.0960228411514326,2.468517720564377,-1.699260420317823,-0.5810359751068284
0.1333131422268732,-0.9524715809816054,0.8614230021074321,-1.3694137068336132,0.2415637660474549,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,-0.02832510846477915,-0.01420064418265389,-0.9533184287463392,-0.5810359751068284
1.6550326406240206,-0.5852356343438418,0.18830921410932444,1.5151636198288607,-1.3679051356408032,-0.5810359751068284
-0.37392669057217587,0.8837081522072125,-0.7014388964628867,-1.2467405576176616,0.42134609857827726,-0.5810359751068284
-0.20484674630582617,0.1492362589316853,1.1863744859685874,-1.0836738446951037,1.6255095992579756,1.721063828820825
0.30239308649322294,-0.9524715809816054,-1.5679761867593012,-1.9319112501939584,0.5705344968925741,-0.5810359751068284
-0.20484674630582617,-0.9524715809816054,-1.2739724632658749,-0.22440352209234565,0.10165667361906229,-0.5810359751068284
0.1333131422268732,2.71988788539603,-0.19853779048728912,1.1106203023777348,-1.353765434569132,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,0.025833472178746746,0.0881037621688961,-0.7188795171095833,-0.5810359751068284
-0.37392669057217587,-0.5852356343438418,0.6215778592575316,-0.5412713400298738,0.10165667361906229,1.721063828820825
-0.5430066348385255,-0.2179996877060783,-0.32232883195820544,0.3214442225537044,0.21887612943744023,1.721063828820825
-0.5430066348385255,-0.9524715809816054,-1.8155582697011339,0.7163663902799621,0.4533150410741961,-0.5810359751068284
0.1333131422268732,0.8837081522072125,0.776316661096177,-0.2763001519282252,-0.015562782199315653,-0.5810359751068284
-0.20484674630582617,0.516472205569449,1.0471095643138064,0.2706341496680994,-0.785862063291525,1.721063828820825
-0.5430066348385255,-0.9524715809816054,-1.8155582697011339,-1.1612786618516375,0.4533150410741961,-0.5810359751068284
-0.37392669057217587,-0.9524715809816054,0.30436331548830853,-0.713655828390322,-0.6016600612912053,-0.5810359751068284
-0.5430066348385255,1.6181800454827395,-0.6395433757274286,0.503317458954375,-0.2500016938360715,1.721063828820825
-0.37392669057217587,0.8837081522072125,-1.4596590254722492,-1.1101114953357283,-0.2500016938360715,-0.5810359751068284
-0.37392669057217587,-0.9524715809816054,-0.2294855508550182,-1.1508331104331675,0.687753952710952,-0.5810359751068284
1.9931925291567198,-0.9524715809816054,-1.1269706015191616,-0.14458755199602913,1.6255095992579756,-0.5810359751068284
-0.37392669057217587,-0.9524715809816054,-0.5776478549919704,-0.21216360109863058,1.7427290550763535,-0.5810359751068284
0.9787128635586217,-0.2179996877060783,0.6834733799929897,-0.741117556222344,0.08236739607933764,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,-0.9490209794047194,-0.41866873208143246,0.21887612943744023,-0.5810359751068284
-0.37392669057217587,-0.2179996877060783,0.6679994998091252,0.6865093221770683,-0.8360989729279612,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,0.8846338223832289,0.9691920718010817,-1.422196252019851,-0.5810359751068284
-0.37392669057217587,-0.9524715809816054,-0.16759003011956003,0.5196263951711687,0.4533150410741961,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,-1.9238754309881856,-0.08444994285114775,-0.7188795171095833,-0.5810359751068284
-0.5430066348385255,0.1492362589316853,-1.8000843895172691,1.0128869858080003,-0.6016600612912053,-0.5810359751068284
-0.20484674630582617,1.250944098844976,0.7608427809123125,0.963065120973542,-0.9172509038791378,1.721063828820825
-0.37392669057217587,-0.9524715809816054,-1.01865344023211,-0.6665191362286297,1.6255095992579756,-0.5810359751068284
1.1477928078249715,-0.9524715809816054,-0.1753269702114923,-1.0537152440778526,0.687753952710952,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,-0.5544370347161736,1.252437617409574,-1.7738546194749847,-0.5810359751068284
0.4714730307595726,1.6181800454827395,0.9697401633944838,-0.6402309507320557,-0.46434584161824755,1.721063828820825
-0.5430066348385255,1.250944098844976,0.30436331548830853,1.1335421792727538,-1.422196252019851,1.721063828820825
-0.03576680203947648,-0.9524715809816054,-0.29911801168240865,2.112827353614136,-1.8910740752933626,-0.5810359751068284
-0.03576680203947648,1.250944098844976,0.776316661096177,1.200174298161508,-1.4087997427834733,-0.5810359751068284
-0.5430066348385255,0.1492362589316853,0.21925697447705353,0.6155188641494368,-0.6016600612912053,-0.5810359751068284
-0.5430066348385255,-0.5852356343438418,-1.0263903803240422,-1.3579618994829254,0.8049734085293299,-0.5810359751068284
0.30239308649322294,1.250944098844976,-0.26043331122274727,0.2767100227653972,-0.7788522619469059,-0.5810359751068284
-0.5430066348385255,-0.9524715809816054,0.47457599751081847,0.17869525736135225,0.21887612943744023,-0.5810359751068284
-0.37392669057217587,-0.2179996877060783,-0.26817025131467953,0.05580158068188518,-0.7830953929057412,1.721063828820825
-0.20484674630582617,1.250944098844976,-1.5757131268512334,0.13781552411512288,-0.448373080605626,-0.5810359751068284
